Ubi-p63E	1.0
Ubi-p5E	0.43659574468085105
smt3	0.31361702127659574
Nab2	0.2974468085106383
Rbp9	0.23446808510638298
Appl	0.23063829787234041
fne	0.22680851063829788
Hsc70-1	0.2204255319148936
Hsp83	0.21659574468085108
14-3-3zeta	0.2093617021276596
Rpn11	0.20595744680851064
drk	0.18978723404255318
Hsc70-4	0.18468085106382978
Nedd4	0.18212765957446808
CNBP	0.17872340425531916
sbr	0.1778723404255319
pum	0.17191489361702128
Rpn1	0.16893617021276597
TER94	0.16808510638297872
Usp10	0.1646808510638298
Act5C	0.16127659574468084
Cdk2	0.15531914893617021
14-3-3epsilon	0.15531914893617021
NetB	0.14936170212765956
CkIIalpha	0.14893617021276595
sgg	0.14425531914893616
Rpn10	0.14382978723404255
Myc	0.14382978723404255
Rpt5	0.14170212765957446
Chc	0.14127659574468085
Spn	0.14042553191489363
Sirt7	0.13829787234042554
Act42A	0.13744680851063829
CSN5	0.13659574468085106
Smox	0.13489361702127659
RpLP0	0.13446808510638297
Cul1	0.1327659574468085
mts	0.13063829787234044
Sce	0.12851063829787235
spi	0.12808510638297874
Pp1-87B	0.12680851063829787
aurA	0.12638297872340426
Nedd8	0.12638297872340426
Fas2	0.12382978723404256
Eno	0.12170212765957447
Akt1	0.11957446808510638
Caper	0.11914893617021277
CCT6	0.11872340425531915
Su(dx)	0.11829787234042553
lwr	0.11702127659574468
His3.3B	0.11702127659574468
nej	0.11659574468085106
His3.3A	0.11659574468085106
CG10077	0.11659574468085106
Ten-m	0.11574468085106383
HDAC1	0.11574468085106383
Pka-C1	0.11319148936170213
His2A	0.1127659574468085
porin	0.1123404255319149
His3	0.1123404255319149
IKKepsilon	0.11148936170212766
me31B	0.11063829787234042
N	0.11063829787234042
RPA2	0.1102127659574468
UQCR-C2	0.1097872340425532
PpD3	0.1097872340425532
Smurf	0.10808510638297872
Rpt1	0.10808510638297872
Prosalpha7	0.10808510638297872
Dhx15	0.10638297872340426
CkIIbeta	0.10425531914893617
Cdc5	0.10297872340425532
CCT2	0.1025531914893617
RpL35A	0.10212765957446808
Cdk1	0.10085106382978723
ATPsyngamma	0.10085106382978723
CCT3	0.09957446808510638
Arf79F	0.09957446808510638
SkpA	0.09914893617021277
RpA-70	0.09914893617021277
CG8184	0.09914893617021277
Rab5	0.09872340425531916
Ns1	0.09702127659574468
PAPLA1	0.09574468085106383
HDAC4	0.09574468085106383
Cam	0.09574468085106383
stv	0.09531914893617022
stau	0.09531914893617022
Su(var)2-10	0.09404255319148937
Upf1	0.09319148936170213
Rpt6	0.09319148936170213
Pp1alpha-96A	0.09319148936170213
PCNA	0.09319148936170213
esc	0.09276595744680852
gish	0.09234042553191489
betaTub85D	0.09106382978723404
Rbp1-like	0.09106382978723404
His4	0.09106382978723404
CG8545	0.09106382978723404
escl	0.0902127659574468
